简称,全名,基准价,跳蚤价,商人收购价,收购商人,差价
暗号,写有暗号“Adaptation”的纸条,1,0,0,无,0
暗号,写有暗号“Ark”的纸条,1,0,0,无,0
暗号,写有暗号“Heartbeat”的纸条,1,0,0,无,0
精灵,精灵帽,3400,50000,2108,Ragman,47892
鹿角帽,鹿角帽,8353,1000000,5178,Ragman,994822
巴拉克拉瓦,白色巴拉克拉瓦头套,2643,3000,1638,Ragman,1362
BEAR,BEAR 狗牌,900,2000000,567,Therapist,1999433
BEAR,BEAR 狗牌,900,100000,567,Therapist,99433
烟火,RSP-30 反应式信号弹（烟花）,30000,500000,16800,Mechanic,483200
信号弹（新年）,信号弹（新年）,74,0,41,Mechanic,0
迅猛龙 .300 BLK 默认,Aklys Defense 迅猛龙 .300 Blackout 突击步枪 默认,119642,50000,66996,Mechanic,-16996
Kappa,Kappa安全箱（亵渎版）,4900000,0,0,无,0
插板,防弹插板箱,750000,490000,472500,Therapist,17500
铜弹,20发.50 AE铜质实心弹弹药包（20发装）,9700,0,5432,Mechanic,0
FMJ,.50 AE FMJ弹药包（20发装）,17480,0,9788,Mechanic,0
JHP,.50 AE JHP弹药包（20发装）,5260,0,2945,Mechanic,0
JSP,.50 AE Hawk JSP弹药包（20发装）,4520,0,2531,Mechanic,0
FMJ,6.8x51mm SIG FMJ弹药包（20发装）,11580,0,6484,Mechanic,0
Hybrid,6.8x51mm SIG Hybrid弹药包（20发装）,23480,0,13148,Mechanic,0
SOK-12 ZC,SOK-12 Kiba Arms定制生化风格导轨防尘盖 ,7634,22222,4275,Mechanic,17947
鸡哥,鸡哥面具,6386,500000,3959,Ragman,496041
洋葱头,洋葱头面具,6147,444444,3811,Ragman,440633
Aybolit,Aybolit 医生面具,6004,9000000,3722,Ragman,8996278
狐狸,狐狸面具,6589,444444,4085,Ragman,440359
Grinch,绿毛怪 Grinch 面具,8457,444444,5243,Ragman,439201
野兔,野兔面具,5732,444444,3553,Ragman,440891
天文学家,天文学家面具,7113,1000000,4410,Ragman,995590
MPX GEN2,MPX GEN 2双侧拉机柄,1430,2000,800,Mechanic,1200
MPX PSB,SB Tactical MPX“手枪”稳定臂箍,4872,6000,2923,Jaeger,3077
"MPX-SD 4.75""",MPX 9x19 Ronin Arms 4.75 英寸开口式消音枪管,4321,13000,2592,Jaeger,10408
"MPX-SD 6.75""",MPX 9x19 Ronin Arms 6.75 英寸开口式消音枪管,5017,1111,3010,Jaeger,-1899
"Ronin 8""",MPX 9x19 Ronin Arms 8 英寸 SD 型消音器,19147,13000,10722,Mechanic,2278
"Ronin 12""",MPX 9x19 Ronin Arms 12 英寸 SD 型消音器,22992,29900,12875,Mechanic,17025
"MPX GEN1 4""",MPX GEN1 4 英寸护木,5790,38000,3242,Mechanic,34758
"MPX GEN1 8""",MPX GEN1 8 英寸护木,8750,20000,4900,Mechanic,15100
"MPX GEN2 4""",MPX GEN2 4 英寸 M-LOK 护木,5980,9999,3348,Mechanic,6651
"MPX GEN2 8""",MPX GEN2 8 英寸 M-LOK 护木,8964,1111,5019,Mechanic,-3908
"MPX GEN2 6""",MPX GEN2 6 英寸 M-LOK 护木,7512,1000,4206,Mechanic,-3206
圆环舞,圆环舞臂章,53453,10000000,33140,Ragman,9966860
转生,臂带（转生等级1）,100000,20000000,0,无,0
转生,臂带（转生等级2）,100000,99950,0,无,0
Mark 5HD 5-25x56,Leupold Mark 5HD 5-25x56mm 35毫米步枪瞄准镜 (FDE),102529,41333,61517,Jaeger,-20184
IMS 35mm,Leupold Mark IMS 35毫米瞄准镜固定基座,7648,48000,4588,Jaeger,43412
MWS BA,KAC MWS脚架转接器,1054,11111,632,Jaeger,10479
AKMS P,AKMS FAB Defense M4-AKMS P 枪托转接器,3436,190000,2061,Jaeger,187939
AR C-Mag,AR-15 5.56x45 Beta C-Mag 100 发弹鼓,45276,1450000,25354,Mechanic,1424646
UZI C-Mag,UZI 9x19 Beta C-Mag 100 发弹鼓,15253,333332,8541,Mechanic,324791
CX4,M9A3 9x19 CX4 30 发弹匣,3673,6000,2056,Mechanic,3944
X-17,FN SCAR-H X-17 7.62x51突击步枪,29422,489000,16476,Mechanic,472524
X-25,X-25 7.62x51 50发AR-10弹鼓,44636,4000000,24996,Mechanic,3975004
"RFB 3""",RFB 3 英寸 四面导轨,1252,58000,751,Jaeger,57249
ARFX,AR-15 DoubleStar ACE ARFX 镂空枪托,7546,40000,4527,Jaeger,35473
AK-EVO,AK AK-EVO枪托,21523,90000,12913,Jaeger,77087
TS 夹具,Toni System 战术附件枪管夹具,1523,7000,913,Jaeger,6087
SAG MK1,PP-19-01 Vityaz SAG MK1 M-LOK 护木与导气管,6974,32000,3905,Mechanic,28095
TRG M10 默认,Sako TRG M10 .338 LM 栓动狙击步枪 默认,170919,488888,95713,Mechanic,393175
技术站,旧屋钥匙,75608,70000,47633,Therapist,22367
主管办,公司主管办公室钥匙,43520,29000,27417,Therapist,1583
PP-19-01 Kiba,PP-19-01 勇士 9x19 冲锋枪 Kiba,127070,23000,71154,Mechanic,-48154
MPX Gen.2 PDW,SIG MPX 9x19 冲锋枪 Gen.2 PDW,45527,0,25491,Mechanic,0
Saiga-12K FA 默认,Saiga-12K 12 铅径自动霰弹枪 默认,175866,0,98478,Mechanic,0
Molot .223,AK 5.56x45 Molot Arms 45 发弹匣,7455,13600,4174,Mechanic,9426
Shakhin,Cyclone Shakhin 基座,742,300000,445,Jaeger,299555
Shakhin,Cyclone Shakhin 3.7x 热成像瞄准镜,275438,350000,165262,Jaeger,184738
Shakhin,Cyclone Shakhin 瞄准镜眼罩,856,1000,479,Mechanic,521
USEC,USEC 狗牌,900,20000,567,Therapist,19433
USEC,USEC 狗牌,900,0,567,Therapist,0
箭形弹 20c,25发20/70 箭形弹盒装弹药,6625,0,3710,Mechanic,0
TSS AP,20/70 TSS穿甲独头弹弹药包（25发装）,9100,0,5096,Mechanic,0
DGS,20/70 DGS独头弹弹药包（25发装）,8175,0,4578,Mechanic,0
M80A1,7.62x51毫米 M80A1,1200,45000,672,Mechanic,44328
M80A1,7.62x51mm M80A1 弹药包（20发装）,25000,0,14000,Mechanic,0
Twitch 2025,Twitch 2025 冬季物资箱（普通）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（普通）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（普通）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（普通）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（普通）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（普通）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（普通）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（稀有）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（稀有）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（稀有）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（稀有）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（稀有）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（稀有）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（稀有）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（史诗）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（史诗）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（史诗）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（史诗）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（史诗）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（史诗）,0,0,0,无,0
Twitch 2025,Twitch 2025 冬季物资箱（史诗）,0,0,0,无,0
RShG-2,RShG-2 72.5 毫米火箭发射器,42500,222222,23800,Mechanic,198422
"""ZABEY""",Tagilla 的“ZABEY”电焊面罩,1,0,0,无,0
手轮,阀门手轮,1,0,0,无,0
最后一息,“最后一息”海报,100000,0,62000,Ragman,0
最后时刻,“最后时刻”海报,100000,0,62000,Ragman,0
陶鲁斯,“陶鲁斯”海报,100000,0,62000,Ragman,0
塔魂,塔科夫之魂海报,100000,0,62000,Ragman,0
Knossos,Knossos LLC 设施钥匙,123304,0,77681,Therapist,0
Labrys,Labrys 访问钥匙卡,120732,0,76061,Therapist,0
Labrys,Labrys 研发记录,750000,222222,337500,Peacekeeper,-115278
钉子头,钉子头玩偶,75000,5555555,47250,Therapist,5508305
Crooker,Petya Crooker 玩偶,75000,5000000,47250,Therapist,4952750
吸血鬼,吸血鬼公爵玩偶,75000,25000000,47250,Therapist,24952750
异形,异形玩偶,75000,8888888,47250,Therapist,8841638
三角头,三角头雕像,75000,400000,47250,Therapist,352750
双刃斧,系链双刃斧,45000,0,27000,Jaeger,0
钥匙 01,一号房钥匙,1,0,0,无,0
钥匙 02,二号房钥匙,1,0,0,无,0
钥匙 03,三号房钥匙,1,0,0,无,0
钥匙 04,四号房钥匙,1,0,0,无,0
观察室,观察室钥匙,123304,0,77681,Therapist,0
行刑室,行刑室钥匙,123304,0,77681,Therapist,0
停尸房,停尸房钥匙,6666,0,4199,Therapist,0
迷宫,迷宫钥匙,123304,0,77681,Therapist,0
RShG-2 默认,RShG-2 72.5 毫米火箭发射器 默认,197838,0,110789,Mechanic,0
微笑,Atomic Defense CQCM 防弹面具（微笑）,108463,9999999,67247,Ragman,9932752
Stop Me,Atomic Defense CQCM 防弹面具 (Stop Me),130904,3000000,81160,Ragman,2918840
战疤,Atomic Defense CQCM 防弹面具（战疤）,119683,13000000,74203,Ragman,12925797
标靶,Atomic Defense CQCM 防弹面具（标靶）,149604,10000000,92754,Ragman,9907246
骷髅,Atomic Defense CQCM 防弹面具（骷髅）,108463,9999999,67247,Ragman,9932752
恶魔,Atomic Defense CQCM 防弹面具（恶魔）,160824,8000000,99710,Ragman,7900290
亡灵,Atomic Defense CQCM 防弹面具（亡灵节）,138384,15000000,85798,Ragman,14914202
半面巾,半面巾（复合迷彩）,13046,150000,8088,Ragman,141912
僵尸,半面巾（僵尸）,11415,100000,7077,Ragman,92923
苔藓,半面巾（苔藓迷彩）,13046,150000,8088,Ragman,141912
亡灵,半面巾（亡灵节）,22831,4000000,14155,Ragman,3985845
鬼,半面巾（鬼魂）,13046,300000,8088,Ragman,291912
半面巾,半面巾（绿色头套图样）,9785,1800000,6066,Ragman,1793934
半面巾,半面巾（红色头套图样）,11415,1000000,7077,Ragman,992923
面巾,半面巾（白色头套图样）,9785,200000,6066,Ragman,193934
绿,绿色巴拉克拉瓦头套,3884,150000,2408,Ragman,147592
疤脸,疤脸巴拉克拉瓦头套,4531,830000,2809,Ragman,827191
抓痕,抓痕巴拉克拉瓦头套,3884,500000,2408,Ragman,497592
BTD,“为死而生”巴拉克拉瓦头套,5178,300000,3210,Ragman,296790
惹不起,“惹不起”巴拉克拉瓦头套,5178,1000000,3210,Ragman,996790
黄,黄色巴拉克拉瓦头套,10356,999999,6420,Ragman,993579
奢华,奢华巴拉克拉瓦头套,9062,150000,5618,Ragman,144382
CF,Cold Fear 隔热巴拉克拉瓦头套（绿色）,5181,930000,3212,Ragman,926788
SBEU,Cold Fear 隔热巴拉克拉瓦头套（SBEU）,6045,1500000,3747,Ragman,1496253
橡木,Cold Fear 隔热巴拉克拉瓦头套（橡木纹）,6908,150000,4282,Ragman,145718
Surpat,Cold Fear 隔热巴拉克拉瓦头套（生存迷彩）,6045,900000,3747,Ragman,896253
DPM 沙,Cold Fear 隔热巴拉克拉瓦头套（DPM 沙漠迷彩）,6045,500000,3747,Ragman,496253
MCTP,Cold Fear 隔热巴拉克拉瓦头套（热带复合迷彩）,5181,150000,3212,Ragman,146788
虎纹,Cold Fear 隔热巴拉克拉瓦头套（虎纹迷彩）,6908,600000,4282,Ragman,595718
红鼻子,红鼻子巴拉克拉瓦头套,10182,55555,6312,Ragman,49243
天狗,天狗恶魔巴拉克拉瓦头套,20364,1000000,12625,Ragman,987375
骷髅,骷髅巴拉克拉瓦头套,13576,30000,8417,Ragman,21583
恐惧,“恐惧”巴拉克拉瓦头套,13576,899999,8417,Ragman,891582
黄面,黄色恶鬼巴拉克拉瓦头套,10182,500000,6312,Ragman,493688
赤鬼,赤鬼巴拉克拉瓦头套,11879,150000,7364,Ragman,142636
白鬼,白色恶鬼巴拉克拉瓦头套,16970,150000,10521,Ragman,139479
诡笑,诡笑巴拉克拉瓦头套,27152,3000000,16834,Ragman,2983166
M90 D,氯丁橡胶面具（M90 沙漠迷彩）,7866,1400000,4876,Ragman,1395124
LP,氯丁橡胶面具（路易伪登）,20976,328000,13005,Ragman,314995
摔跤,氯丁橡胶面具（自由摔跤）,7866,890000,4876,Ragman,885124
僵尸,氯丁橡胶面具（僵尸）,9177,700000,5689,Ragman,694311
缄默,氯丁橡胶面具（非礼勿言）,26220,650000,16256,Ragman,633744
鬼,氯丁橡胶面具（鬼）,28842,1520000,17882,Ragman,1502118
HPC,Hexatac HPC 插板背心（复合迷彩）,81597,0,50590,Ragman,0
Kirasa-N,BNTI Kirasa-N 防弹衣（绿色）,24972,60000,15482,Ragman,44518
Redut-M,FORT Redut-M 防弹衣（SK 林地迷彩）,141717,2000420,87864,Ragman,1912556
Trooper,HighCom Trooper TFO 防弹背心（郊狼棕）,90912,990000,56365,Ragman,933635
BBQ-S43,BBQ-S43 喷枪,1,0,0,无,0
Alpha,ANA Tactical Alpha 胸挂（复合迷彩）,64322,1111111,39879,Ragman,1071232
BlackRock,BlackRock 胸挂（卡其色）,54945,998765,34065,Ragman,964700
AVS,Crye Precision AVS 插板胸挂（复合迷彩）,70353,0,43618,Ragman,0
TacTec,5.11 Tactical TacTec 插板胸挂（风暴灰）,86878,1000000,53864,Ragman,946136
Dundukk,Dundukk 运动太阳镜（橙色镜片）,3042,150000,1886,Ragman,148114
飞行墨镜,雷硼飞行员墨镜（绿色镜片）,10050,1000000,6231,Ragman,993769
M Frame,Oakley SI M Frame 护目镜（橙色镜片）,14100,1500000,8742,Ragman,1491258
圆框,圆框太阳镜（绿色镜片）,6168,1000000,3824,Ragman,996176
F-1 短,F-1 手榴弹（短引信）,7300,223333,3650,Prapor,219683
Twitch,LATAM 2025 掉宝活动箱（普通）,0,0,0,无,0
Twitch,LATAM 2025 掉宝活动箱（稀有）,0,0,0,无,0
Twitch,LATAM 2025 掉宝活动箱（史诗）,0,0,0,无,0
Kirasa-N 默认,BNTI Kirasa-N 防弹衣（绿色） 默认,30450,169699,31080,Ragman,138619
Trooper 默认,HighCom Trooper TFO 防弹背心（郊狼棕） 默认,56180,3999999,79453,Ragman,3920546
AVS 默认,Crye Precision AVS 插板胸挂（复合迷彩） 默认,51137,0,66236,Ragman,0
HPC 默认,Hexatac HPC 插板背心（复合迷彩） 默认,189199,0,117302,Ragman,0
TacTec 默认,5.11 Tactical TacTec 插板胸挂（风暴灰） 默认,125702,1111111,120576,Ragman,990535
Redut-M 默认,FORT Redut-M 防弹衣（SK 林地迷彩） 默认,107017,6666666,136404,Ragman,6530262
装备箱（通行证 0 赛季）,上锁的装备箱（通行证 0 赛季）,0,0,0,无,0
装备箱（0 赛季）,已解锁的装备箱（通行证 0 赛季）,0,0,0,无,0
AK-50,TheAKGuy AK-50 .50 BMG 狙击枪,99981,3199999,59988,Jaeger,3140011
钥匙,钥匙箱,496000,325000,312480,Therapist,12520
AK-50防尘盖,AK-50 防尘盖,9643,177777,5400,Mechanic,172377
"AK-50 24""",24 英寸 AK-50 .50 BMG 枪管,76435,450000,45861,Jaeger,404139
AK-50,AK-50 M-LOK 护木与导气管组合,12562,1490000,7034,Mechanic,1482966
AK-50制退,AK-50 .50 BMG 膛口制退器,17634,160000,9875,Mechanic,150125
M82,M82A1 .50 BMG 10 发弹匣,12612,69999,7062,Mechanic,62937
HP,.50 BMG HP,1900,1150,1064,Mechanic,86
M21,.50 BMG M21,2100,5989,1176,Mechanic,4813
M33,.50 BMG M33,2700,70000,1512,Mechanic,68488
M903,.50 BMG M903 SLAP,5200,60000,2912,Mechanic,57088
阿里阿德涅,阿里阿德涅之线钥匙,1,0,0,无,0
"""ZABEY""",Tagilla 的“ZABEY”电焊面罩（仿制品）,75000,0,47250,Therapist,0
ACS,竞技场杯系列巴拉克拉瓦,44300,5000000,27466,Ragman,4972534
Rinaki,Killa小迷妹海报,100000,660000,62000,Ragman,598000
Shoroh,手榴弹女孩海报,100000,400000,62000,Ragman,338000
Voroshka,不同寻常的皮具吊带海报,100000,200000,62000,Ragman,138000
SSD,固态硬盘,80000,0,0,无,0
USEC,USEC 狗牌,900,0,567,Therapist,0
BEAR,BEAR 狗牌,900,0,567,Therapist,0
USEC,USEC 狗牌,900,0,567,Therapist,0
BEAR,BEAR 狗牌,900,0,567,Therapist,0
海报,“干点正经事”海报,100000,0,0,无,0
海报,汪汪拳海报,100000,0,0,无,0
转生,臂带（转生等级3）,100000,0,0,无,0
转生,臂带（转生等级4）,100000,0,0,无,0
转生,臂带（转生等级5）,100000,0,0,无,0
原版,原版 PMC 玩偶,75000,0,0,无,0
Map,Map piece,1,0,0,无,0
Copy,Programmer's diary (Copy),10000,0,4500,Peacekeeper,0
Disk,Disk with unknown data,0,0,0,无,0
Decryption,Decrypted intelligence folder,0,0,0,无,0
Release,Disk with release version,80000,0,0,无,0
Data,Thumb drive with military data,10000,19999,4500,Peacekeeper,15499
Toolbox,Toolbox (Discord Version),1,0,0,无,0
Armband,Armband (Purple),20000,0,0,无,0
Ping,Atomic Defense CQCM ballistic mask (Ping),119683,0,53857,Peacekeeper,0
Model 1,Radian Weapons Model 1 FA 5.56x45 assault rifle,26397,15100000,14782,Mechanic,15085218
"Radian 14""",AR-15 Radian Model 1 14 inch handguard,22900,900000,12824,Mechanic,887176
Model 1,AR-15 Radian Weapons Model 1 5.56x45 upper receiver,34845,696969,19513,Mechanic,677456
Raptor-SD,AR-15 Radian Weapons Raptor-SD charging handle,7965,1000000,4460,Mechanic,995540
Targrad,Targrad poster,100000,0,62000,Ragman,0
Disk,Scratched disk,80000,0,36000,Peacekeeper,0
FALKE LE,FALKE LE reflex sight,20305,500000,11370,Mechanic,488630
Justice,SwampFox Justice reflex sight,23845,2222222,13353,Mechanic,2208869
GRIDLOK base,AR-15 Strike Industries GRIDLOK base (Black),7845,0,4393,Mechanic,0
"GRIDLOK 8.5""",AR-15 Strike Industries GRIDLOK 8.5 inch handguard,13925,0,7798,Mechanic,0
GRIDLOK Ext.,AR-15 Strike Industries GRIDLOK Extension (Black),4275,0,2565,Jaeger,0
"GRIDLOK 11""",AR-15 Strike Industries GRIDLOK 11 inch handguard,14845,0,8313,Mechanic,0
"GRIDLOK 15""",AR-15 Strike Industries GRIDLOK 15 inch handguard,17845,0,9993,Mechanic,0
"GRIDLOK 17""",AR-15 Strike Industries GRIDLOK 17 inch handguard,19645,0,11001,Mechanic,0
GRIDLOK Ext.,AR-15 Strike Industries GRIDLOK Extension (Yellow),4275,0,2565,Jaeger,0
GRIDLOK Ext.,AR-15 Strike Industries GRIDLOK Extension (Red),4275,0,2565,Jaeger,0
GRIDLOK base,AR-15 Strike Industries GRIDLOK base (Yellow),7845,0,4393,Mechanic,0
GRIDLOK base,AR-15 Strike Industries GRIDLOK base (Red),7845,0,4393,Mechanic,0
Strandhogg,First Spear Strandhogg plate carrier (ABUPAT),36118,0,22393,Ragman,0
Alpha,ANA Tactical Alpha chest rig (A-TACS AU),64322,0,39879,Ragman,0
THOR CRV,NFM THOR Concealable Reinforced Vest body armor (Head Eyes),26097,0,16180,Ragman,0
OTV,Interceptor OTV body armor (Woodland),30493,0,18905,Ragman,0
Korund-VM,NPP KlASS Korund-VM body armor (Kamysh),60426,0,37464,Ragman,0
MK3 TV-104,WARTECH MK3 TV-104 chest rig (Moss),36958,0,22913,Ragman,0
LShZ-5,Vulkan-5 LShZ-5 bulletproof helmet (Eight-ball),146491,0,90824,Ragman,0
Vulkan-5,Vulkan-5 LShZ-5 bulletproof helmet (Flame),146491,0,90824,Ragman,0
Vulkan-5,Vulkan-5 LShZ-5 bulletproof helmet (Camouflage),146491,0,90824,Ragman,0
SP PC V2,Stich Profi Plate Carrier V2 (MARPAT Woodland),54042,0,33506,Ragman,0
Loui Peeton,Atomic Defense CQCM ballistic mask (Loui Peeton),74802,0,46377,Ragman,0
Toxic,Atomic Defense CQCM ballistic mask (Toxic),74802,0,46377,Ragman,0
Crash Tested,Atomic Defense CQCM ballistic mask (Crash Tested),74802,0,46377,Ragman,0
Demonic,Atomic Defense CQCM ballistic mask (Demonic Face),74802,0,46377,Ragman,0
Ronin Respirator,DevTac Ronin Respirator (Beast),69442,0,43054,Ragman,0
Ronin Respirator,DevTac Ronin Respirator (Eternal Green),69442,0,43054,Ragman,0
Unicorn,Balaclava (Unicorn),2589,0,1605,Ragman,0
Zaebtsa,Balaclava (Zaebtsa),2589,0,1605,Ragman,0
Caiman,Galvion Caiman Hybrid helmet (MultiCam),51320,0,31818,Ragman,0
Caiman,Galvion Caiman Hybrid helmet (Mutualist),51320,0,31818,Ragman,0
Caiman BA,Galvion Caiman Hybrid Ballistic Applique (MultiCam),66330,0,41124,Ragman,0
Caiman BA,Galvion Caiman Hybrid Ballistic Applique (Mutualist),66330,0,41124,Ragman,0
Caiman BMG,Galvion Caiman Hybrid Ballistic Mandible Guard (MultiCam),24500,0,15190,Ragman,0
Caiman BMG,Galvion Caiman Hybrid Ballistic Mandible Guard (Mutualist),24500,0,15190,Ragman,0
Death Shadow,Death Shadow lightweight armored mask (Gold),52130,0,32320,Ragman,0
Death Shadow,Death Shadow lightweight armored mask (Gray),52130,0,32320,Ragman,0
Death Shadow,Death Shadow lightweight armored mask (White),52130,0,32320,Ragman,0
NeoSteel,Diamond Age NeoSteel High Cut helmet (Orange Stains),81354,0,50439,Ragman,0
NeoSteel,Diamond Age NeoSteel High Cut helmet (Aces),81354,0,50439,Ragman,0
NeoSteel,Diamond Age NeoSteel helmet ballistic mandible (Black),37850,0,23467,Ragman,0
NeoSteel,Diamond Age NeoSteel helmet ballistic mandible (Aces),37850,0,23467,Ragman,0
Mirror,Mirror glasses (White),0,0,0,无,0
Mirror,Mirror glasses (Green),0,0,0,无,0
Mirror,Mirror glasses (Blue),0,0,0,无,0
Shutter,Shutter glasses (Blue),0,0,0,无,0
Shutter,Shutter glasses (Green),0,0,0,无,0
Shutter,Shutter glasses (Red),0,0,0,无,0
Shutter,Shutter glasses (White),0,0,0,无,0
Deal With It,Sunglasses (Deal With It),6700,0,4154,Ragman,0
Figley,Figley sunglasses,6700,0,4154,Ragman,0
Figley,Figley sunglasses (Green),6700,0,4154,Ragman,0
Figley,Figley sunglasses (Red),6700,0,4154,Ragman,0
Legend,Wrestling Legend mustache,7111,0,4408,Ragman,0
Hussar,Hussar mustache,7111,0,4408,Ragman,0
Peak,Work Peak training mask,4258,0,2639,Ragman,0
Peak,Work Peak training mask (Gym Duty),4258,0,2639,Ragman,0
Peak,Work Peak training mask (Gray),4258,0,2639,Ragman,0
Sharky,Work Peak training mask (Sharky),4258,0,2639,Ragman,0
Peak,Work Peak training mask (Yellow),4258,0,2639,Ragman,0
Menpo,DevTaс Samurai Menpo Mask,50238,0,31147,Ragman,0
Menpo,DevTaс Samurai Menpo Mask (Gold),50238,0,31147,Ragman,0
Menpo,DevTaс Samurai Menpo Mask (Purple),50238,0,31147,Ragman,0
Menpo,DevTaс Samurai Menpo Mask (White),50238,0,31147,Ragman,0
Champion,Champion's helmet,87004,0,53942,Ragman,0
LBCR,LBT-1961A Load Bearing Chest Rig (AOR1),49000,0,30380,Ragman,0
ULACH,HighCom Striker ULACH IIIA helmet (Sand),93579,0,58018,Ragman,0
ULACH,HighCom Striker ULACH IIIA helmet (Green Stripes),93579,0,58018,Ragman,0
ULACH,HighCom Striker ULACH IIIA helmet (Mesh Spray),93579,0,58018,Ragman,0
ULACH,HighCom Striker ULACH IIIA helmet (Coyote Stripes),93579,0,58018,Ragman,0
Alien,Cold Fear infrared balaclava (Alien),5000,0,3100,Ragman,0
Typhon,Cold Fear infrared balaclava (Typhon),5000,0,3100,Ragman,0
TEP-300,Peltor TEP-300 tactical earplug (Coyote Brown),38050,0,23591,Ragman,0
Model 1 Default,Radian Weapons Model 1 FA 5.56x45 assault rifle Default,168870,37000000,94563,Mechanic,36905437
OTV Default,Interceptor OTV body armor (Woodland) Default,36033,0,40299,Ragman,0
THOR CRV Default,NFM THOR Concealable Reinforced Vest body armor (Head Eyes) Default,37787,0,38798,Ragman,0
Strandhogg Default,First Spear Strandhogg plate carrier (ABUPAT) Default,35490,0,43277,Ragman,0
SP PC V2 Default,Stich Profi Plate Carrier V2 (MARPAT Woodland) Default,34860,0,53442,Ragman,0
Korund-VM Default,NPP KlASS Korund-VM body armor (Kamysh) Default,77593,0,83696,Ragman,0
Shutter,Shutter glasses (Black),6700,0,4154,Ragman,0
ARENA,EFT: ARENA baseball cap,3612,0,2239,Ragman,0
ARENA,EFT: ARENA baseball cap,3612,0,2239,Ragman,0
